"FlakyPatternLabel","FlakyPatternCorner","FlakyInsertion","Suite name","Test name"
"zimpzs0022p0_ckdg1000_r","AtSpeedVmin","*","",""
"zimsar0003a0_ckdg1000_r","AtSpeedVmax","*","",""
"zimsar0003a0_ckdg1000_r","AtSpeedVmin","*","",""
"zimsar0003b0_ckdg1000_r","AtSpeedVmax","*","",""
"zimsar0003b0_ckdg1000_r","AtSpeedVmin","*","",""
"zimsar0043a0_ckdg1000_r","AtSpeedVmax","*","",""
"zimsar0043a0_ckdg1000_r","AtSpeedVmin","*","",""
"zimsar0043b0_ckdg1000_r","AtSpeedVmax","*","",""
"zimsar0043b0_ckdg1000_r","AtSpeedVmin","*","",""
"zimsbr0020a0_ckdg1000_r","AtSpeedVmax","*","",""
"zimsbr0020a0_ckdg1000_r","AtSpeedVmin","*","",""
"zimshr0000a4_ckdg1000_r","AtSpeedVmax","*","",""
"zimshr0000a4_ckdg1000_r","AtSpeedVmin","*","",""
"zimtcf0002a7_ckdg1000_r","AtSpeedVmax","*","",""
"zimtcf0002a7_ckdg1000_r","AtSpeedVmin","*","",""
"zimtcf0003a7_ckdg1000_r","AtSpeedVmax","*","",""
"zimtcf0003a7_ckdg1000_r","AtSpeedVmin","*","",""
"zimtdf0060az_ckdg0000_r","AtSpeedVmax","*","",""
"zimtdf0060az_ckdg0000_r","AtSpeedVmin","*","",""
"zimtdr0000az_ckdg0000_r","AtSpeedVmax","*","",""
"zimtdr0000az_ckdg0000_r","AtSpeedVmin","*","",""
"zimtds0064az_ckdg0000_r","AtSpeedVmax","*","",""
"zimtds0064az_ckdg0000_r","AtSpeedVmin","*","",""
"zimtef0168az_ckdg1000_r","AtSpeedVmax","*","",""
"zimtef0168az_ckdg1000_r","AtSpeedVmin","*","",""
"zimter0002az_ckdg0000_r","AtSpeedVmax","*","",""
"zimter0002az_ckdg0000_r","AtSpeedVmin","*","",""
"zimtsr0000a0_ckdg1000_r","AtSpeedVmax","*","",""
"zimtsr0000a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinapf0106a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinapf0106a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinapf0107a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinapf0107a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinapf0108a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinapf0108a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinapf0140a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinapf0140a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinapf0141a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinapf0141a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinapf0142a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinapf0142a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinapf0143a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinapf0143a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinapf0144a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinapf0144a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinapf0145a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinapf0145a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinapf4200a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinapf4200a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinapf4220a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinapf4220a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinapf4221a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinapf4221a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinapf4222a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinapf4222a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinaqf4057a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinaqf4057a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinaqf4057b0_ckdg1000_r","AtSpeedVmax","*","",""
"zinaqf4057b0_ckdg1000_r","AtSpeedVmin","*","",""
"zinaqf4061az_ckda1000_r","AtSpeedVmax","*","",""
"zinaqf4061az_ckda1000_r","AtSpeedVmin","*","",""
"zinaqf4061az_ckdg1000_r","AtSpeedVmax","*","",""
"zinaqf4061az_ckdg1000_r","AtSpeedVmin","*","",""
"zinaqf4061bz_ckda1000_r","AtSpeedVmax","*","",""
"zinaqf4061bz_ckda1000_r","AtSpeedVmin","*","",""
"zinaqf4061bz_ckdg1000_r","AtSpeedVmax","*","",""
"zinaqf4061bz_ckdg1000_r","AtSpeedVmin","*","",""
"zinatf2601a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinatf2601a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinatf2603a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinatf2603a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinatf2605a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinatf2605a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinatf2611a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinatf2611a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinatf2613a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinatf2613a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinatf2615a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinatf2615a0_ckdg1000_r","AtSpeedVmin","*","",""
"zincacf0025az_ckda1000_r","AtSpeedVmax","*","",""
"zincacf0025az_ckda1000_r","AtSpeedVmin","*","",""
"zincacf0050az_ckda1000_r","AtSpeedVmax","*","",""
"zincacf0050az_ckda1000_r","AtSpeedVmin","*","",""
"zincacf0051az_ckda1000_r","AtSpeedVmax","*","",""
"zincacf0051az_ckda1000_r","AtSpeedVmin","*","",""
"zincacf0052az_ckda1000_r","AtSpeedVmax","*","",""
"zincacf0052az_ckda1000_r","AtSpeedVmin","*","",""
"zincacf0053az_ckda1000_r","AtSpeedVmax","*","",""
"zincacf0053az_ckda1000_r","AtSpeedVmin","*","",""
"zincacf0056az_ckda1000_r","AtSpeedVmax","*","",""
"zincacf0056az_ckda1000_r","AtSpeedVmin","*","",""
"zincacf0058az_ckda1000_r","AtSpeedVmax","*","",""
"zincacf0058az_ckda1000_r","AtSpeedVmin","*","",""
"zincatf3107az_ckdg1000_r","AtSpeedVmax","*","",""
"zincatf3107az_ckdg1000_r","AtSpeedVmin","*","",""
"zincatf7015az_ckda1000_r","AtSpeedVmax","*","",""
"zincatf7015az_ckda1000_r","AtSpeedVmin","*","",""
"zincatf7021az_ckda1000_r","AtSpeedVmax","*","",""
"zincatf7021az_ckda1000_r","AtSpeedVmin","*","",""
"zincatf7025az_ckda1000_r","AtSpeedVmax","*","",""
"zincatf7025az_ckda1000_r","AtSpeedVmin","*","",""
"zincatf7034az_ckda1000_r","AtSpeedVmax","*","",""
"zincatf7034az_ckda1000_r","AtSpeedVmin","*","",""
"zinpaf0010a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpaf0010a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpaf0020a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpaf0020a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpaf0021a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpaf0021a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpaf0030a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpaf0030a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpaf0031a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpaf0031a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpaf0040a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpaf0040a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpaf0041a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpaf0041a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpaf0050a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpaf0050a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpaf0060a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpaf0060a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpaf0070a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpaf0070a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpaf0090a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpaf0090a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpaf0110a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpaf0110a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpaf0240a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpaf0240a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpaf0242a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpaf0242a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpaf0250a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpaf0250a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpdfe0001a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpdfe0001b0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpdfp0000a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpdfp0000a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpdfp0000a0_ckdg1000_r","AtSpeedVminDDR3L","*","",""
"zinpdfp0000b0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpdfp0000b0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpdfp0000b0_ckdg1000_r","AtSpeedVminDDR3L","*","",""
"zinpdfp0001a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpdfp0001a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpdfp0001a0_ckdg1000_r","AtSpeedVminDDR3L","*","",""
"zinpdfp0001b0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpdfp0001b0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpdfp0001b0_ckdg1000_r","AtSpeedVminDDR3L","*","",""
"zinpdfp0002a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpdfp0002a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpdfp0002a0_ckdg1000_r","AtSpeedVminDDR3L","*","",""
"zinpdfp0002b0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpdfp0002b0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpdfp0002b0_ckdg1000_r","AtSpeedVminDDR3L","*","",""
"zinpdfp0003a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpdfp0003a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpdfp0003a0_ckdg1000_r","AtSpeedVminDDR3L","*","",""
"zinpdfp0003b0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpdfp0003b0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpdfp0003b0_ckdg1000_r","AtSpeedVminDDR3L","*","",""
"zinpdfp0004a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpdfp0004a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpdfp0004a0_ckdg1000_r","AtSpeedVminDDR3L","*","",""
"zinpdfp0004b0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpdfp0004b0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpdfp0004b0_ckdg1000_r","AtSpeedVminDDR3L","*","",""
"zinpdfp0005a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpdfp0005a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpdfp0005a0_ckdg1000_r","AtSpeedVminDDR3L","*","",""
"zinpdfp0005b0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpdfp0005b0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpdfp0005b0_ckdg1000_r","AtSpeedVminDDR3L","*","",""
"zinpdfp0006a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpdfp0006a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpdfp0006a0_ckdg1000_r","AtSpeedVminDDR3L","*","",""
"zinpdfp0006b0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpdfp0006b0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpdfp0006b0_ckdg1000_r","AtSpeedVminDDR3L","*","",""
"zinpdfp0007a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpdfp0007a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpdfp0007a0_ckdg1000_r","AtSpeedVminDDR3L","*","",""
"zinpdfp0007b0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpdfp0007b0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpdfp0007b0_ckdg1000_r","AtSpeedVminDDR3L","*","",""
"zinpdfp0008a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpdfp0008a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpdfp0008a0_ckdg1000_r","AtSpeedVminDDR3L","*","",""
"zinpdfp0008b0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpdfp0008b0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpdfp0008b0_ckdg1000_r","AtSpeedVminDDR3L","*","",""
"zinpdfp0020a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpdfp0020a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpdfp0020a0_ckdg1000_r","AtSpeedVminDDR3L","*","",""
"zinpdfp0020b0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpdfp0020b0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpdfp0020b0_ckdg1000_r","AtSpeedVminDDR3L","*","",""
"zinpdfp0021a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpdfp0021a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpdfp0021a0_ckdg1000_r","AtSpeedVminDDR3L","*","",""
"zinpdfp0021b0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpdfp0021b0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpdfp0021b0_ckdg1000_r","AtSpeedVminDDR3L","*","",""
"zinpdfp0022a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpdfp0022a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpdfp0022a0_ckdg1000_r","AtSpeedVminDDR3L","*","",""
"zinpdfp0022b0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpdfp0022b0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpdfp0022b0_ckdg1000_r","AtSpeedVminDDR3L","*","",""
"zinpdfp0023a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpdfp0023a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpdfp0023a0_ckdg1000_r","AtSpeedVminDDR3L","*","",""
"zinpdfp0023b0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpdfp0023b0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpdfp0023b0_ckdg1000_r","AtSpeedVminDDR3L","*","",""
"zinpdfp0024a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpdfp0024a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpdfp0024a0_ckdg1000_r","AtSpeedVminDDR3L","*","",""
"zinpdfp0024b0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpdfp0024b0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpdfp0024b0_ckdg1000_r","AtSpeedVminDDR3L","*","",""
"zinpdfp0025a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpdfp0025a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpdfp0025a0_ckdg1000_r","AtSpeedVminDDR3L","*","",""
"zinpdfp0025b0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpdfp0025b0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpdfp0025b0_ckdg1000_r","AtSpeedVminDDR3L","*","",""
"zinpdfp0026a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpdfp0026a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpdfp0026a0_ckdg1000_r","AtSpeedVminDDR3L","*","",""
"zinpdfp0026b0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpdfp0026b0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpdfp0026b0_ckdg1000_r","AtSpeedVminDDR3L","*","",""
"zinpdfp0027a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpdfp0027a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpdfp0027a0_ckdg1000_r","AtSpeedVminDDR3L","*","",""
"zinpdfp0027b0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpdfp0027b0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpdfp0027b0_ckdg1000_r","AtSpeedVminDDR3L","*","",""
"zinpdfp0028a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpdfp0028a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpdfp0028a0_ckdg1000_r","AtSpeedVminDDR3L","*","",""
"zinpdfp0028b0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpdfp0028b0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpdfp0028b0_ckdg1000_r","AtSpeedVminDDR3L","*","",""
"zinpdre0000a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpdre0000b0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpdre0001a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpdre0001b0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpdre0002a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpdre0002b0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpdrp0000a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpdrp0000b0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpwm1000a0_ckdg1200_r","AtSpeedVmax","*","",""
"zinpwm1000a0_ckdg1200_r","AtSpeedVmin","*","",""
"zinpwm1001a0_ckdg1200_r","AtSpeedVmax","*","",""
"zinpwm1001a0_ckdg1200_r","AtSpeedVmin","*","",""
"zinpwm1002a0_ckdg1200_r","AtSpeedVmax","*","",""
"zinpwm1002a0_ckdg1200_r","AtSpeedVmin","*","",""
"zinpwm1003a0_ckdg1200_r","AtSpeedVmax","*","",""
"zinpwm1003a0_ckdg1200_r","AtSpeedVmin","*","",""
"zinpwm1100a0_ckdg1200_r","AtSpeedVmax","*","",""
"zinpwm1100a0_ckdg1200_r","AtSpeedVmin","*","",""
"zinpwm1101a0_ckdg1200_r","AtSpeedVmax","*","",""
"zinpwm1101a0_ckdg1200_r","AtSpeedVmin","*","",""
"zinpwm1102a0_ckdg1200_r","AtSpeedVmax","*","",""
"zinpwm1102a0_ckdg1200_r","AtSpeedVmin","*","",""
"zinpwm1103a0_ckdg1200_r","AtSpeedVmax","*","",""
"zinpwm1103a0_ckdg1200_r","AtSpeedVmin","*","",""
"zinpwp1000a0_ckdg1200_r","AtSpeedVmax","*","",""
"zinpwp1000a0_ckdg1200_r","AtSpeedVmin","*","",""
"zinpwp1001a0_ckdg1200_r","AtSpeedVmax","*","",""
"zinpwp1001a0_ckdg1200_r","AtSpeedVmin","*","",""
"zinpwp1002a0_ckdg1200_r","AtSpeedVmax","*","",""
"zinpwp1002a0_ckdg1200_r","AtSpeedVmin","*","",""
"zinpwp1003a0_ckdg1200_r","AtSpeedVmax","*","",""
"zinpwp1003a0_ckdg1200_r","AtSpeedVmin","*","",""
"zinpwp2000a0_ckdg1200_r","AtSpeedVmax","*","",""
"zinpwp2000a0_ckdg1200_r","AtSpeedVmin","*","",""
"zinpwp2001a0_ckdg1200_r","AtSpeedVmax","*","",""
"zinpwp2001a0_ckdg1200_r","AtSpeedVmin","*","",""
"zinpwp2002a0_ckdg1200_r","AtSpeedVmax","*","",""
"zinpwp2002a0_ckdg1200_r","AtSpeedVmin","*","",""
"zinpwp2003a0_ckdg1200_r","AtSpeedVmax","*","",""
"zinpwp2003a0_ckdg1200_r","AtSpeedVmin","*","",""
"zinpwp3000a0_ckdg1200_r","AtSpeedVmax","*","",""
"zinpwp3000a0_ckdg1200_r","AtSpeedVmin","*","",""
"zinpwp3001a0_ckdg1200_r","AtSpeedVmax","*","",""
"zinpwp3001a0_ckdg1200_r","AtSpeedVmin","*","",""
"zinpwp3002a0_ckdg1200_r","AtSpeedVmax","*","",""
"zinpwp3002a0_ckdg1200_r","AtSpeedVmin","*","",""
"zinpwp3003a0_ckdg1200_r","AtSpeedVmax","*","",""
"zinpwp3003a0_ckdg1200_r","AtSpeedVmin","*","",""
"zinpwp4000a0_ckdg1200_r","AtSpeedVmax","*","",""
"zinpwp4000a0_ckdg1200_r","AtSpeedVmin","*","",""
"zinpwp4001a0_ckdg1200_r","AtSpeedVmax","*","",""
"zinpwp4001a0_ckdg1200_r","AtSpeedVmin","*","",""
"zinpwp4002a0_ckdg1200_r","AtSpeedVmax","*","",""
"zinpwp4002a0_ckdg1200_r","AtSpeedVmin","*","",""
"zinpwp4003a0_ckdg1200_r","AtSpeedVmax","*","",""
"zinpwp4003a0_ckdg1200_r","AtSpeedVmin","*","",""
"zinpwx1000a0_ckdg1200_r","AtSpeedVmax","*","",""
"zinpwx1000a0_ckdg1200_r","AtSpeedVmin","*","",""
"zinpwx1001a0_ckdg1200_r","AtSpeedVmax","*","",""
"zinpwx1001a0_ckdg1200_r","AtSpeedVmin","*","",""
"zinpwx1002a0_ckdg1200_r","AtSpeedVmax","*","",""
"zinpwx1002a0_ckdg1200_r","AtSpeedVmin","*","",""
"zinpwx1003a0_ckdg1200_r","AtSpeedVmax","*","",""
"zinpwx1003a0_ckdg1200_r","AtSpeedVmin","*","",""
"zinpxf0040a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpxf0040a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpxf0080a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpxf0080a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpxf0160a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpxf0160a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpxf0170a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpxf0170a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpxf0171a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpxf0171a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpxf1031a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpxf1031a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpxf1031b0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpxf1031b0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpxf1032a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpxf1032a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpxf1032b0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpxf1032b0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpxf1041a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpxf1041a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpxf1041b0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpxf1041b0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpxf1042a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpxf1042a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpxf1042b0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpxf1042b0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpxf1052a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpxf1052a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpxf1052b0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpxf1052b0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpxf1053a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpxf1053a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpxf1053b0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpxf1053b0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpxf1062a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpxf1062a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpxf1062b0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpxf1062b0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpxf1063a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpxf1063a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpxf1063b0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpxf1063b0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpxf1270a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpxf1270a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpxf1270b0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpxf1270b0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpxf1271a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpxf1271a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpxf1275a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpxf1275a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpxf1275b0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpxf1275b0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpxf1330a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpxf1330a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpxf1330b0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpxf1330b0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpxf1335a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpxf1335a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpxf1335b0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpxf1335b0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpxf1390a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpxf1390a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpxf1390b0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpxf1390b0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpxf1410a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpxf1410a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpxf3200a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpxf3200a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpxf3210a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpxf3210a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpxr0001a0_ckda1000_r","AtSpeedVmax","*","",""
"zinpxr0001a0_ckda1000_r","AtSpeedVmin","*","",""
"zinpxr0001a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpxr0001a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpxr0003a0_ckda1000_r","AtSpeedVmax","*","",""
"zinpxr0003a0_ckda1000_r","AtSpeedVmin","*","",""
"zinpxr0003a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpxr0003a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpxr0007a0_ckda1000_r","AtSpeedVmax","*","",""
"zinpxr0007a0_ckda1000_r","AtSpeedVmin","*","",""
"zinpxr0007a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpxr0007a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpxr0030a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpxr0030a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpxr0050a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpxr0050a0_ckdg1000_r","AtSpeedVmin","*","",""
"zinpxr1111a0_ckdg1000_r","AtSpeedVmax","*","",""
"zinpxr1111a0_ckdg1000_r","AtSpeedVmin","*","",""
